"countrycode","year","rgdpnapc"
"CRI",1992,7818
"CRI",1993,8146
"CRI",1994,8271
"CRI",1995,8378
"CRI",1996,8263
"CRI",1997,8508
"CRI",1998,8883
"CRI",1999,9024
"CRI",2000,9171
"CRI",2001,9314
"CRI",2002,9466
"CRI",2003,9717
"CRI",2004,9984
"CRI",2005,10218
"CRI",2006,10801
"CRI",2007,11517
"CRI",2008,11883
"CRI",2009,11604
"CRI",2010,12014
"CRI",2011,12366
"CRI",2012,12792
"CRI",2013,12916
"CRI",2014,13222
"CRI",2015,13677
"CRI",2016,14098
"CSK",1,NA
"CSK",1000,NA
"CSK",1500,NA
"CSK",1600,NA
"CSK",1700,NA
"CSK",1820,1592
"CSK",1850,2023
"CSK",1870,2182
"CSK",1890,2822
"CSK",1900,3242
"CSK",1910,3733
"CSK",1913,3929
"CSK",1920,3625
"CSK",1921,3909
"CSK",1922,3761
"CSK",1923,4032
"CSK",1924,4411
"CSK",1925,4886
"CSK",1926,4829
"CSK",1927,5159
"CSK",1928,5582
"CSK",1929,5704
"CSK",1930,5486
"CSK",1931,5266
"CSK",1932,5024
"CSK",1933,4784
"CSK",1934,4580
"CSK",1935,4518
"CSK",1936,4872
"CSK",1937,5403
"CSK",1938,NA
"CSK",1939,NA
"CSK",1940,NA
"CSK",1941,NA
"CSK",1942,NA
"CSK",1943,NA
"CSK",1944,NA
"CSK",1945,NA
"CSK",1946,NA
"CSK",1947,NA
"CSK",1948,5791
"CSK",1949,6111
"CSK",1950,6563
"CSK",1951,6607
"CSK",1952,6745
"CSK",1953,6645
"CSK",1954,6846
"CSK",1955,7353
"CSK",1956,7706
"CSK",1957,8099
"CSK",1958,8643
"CSK",1959,8962
"CSK",1960,9578
"CSK",1961,9869
"CSK",1962,9944
"CSK",1963,9693
"CSK",1964,10073
"CSK",1965,10373
"CSK",1966,10763
"CSK",1967,11183
"CSK",1968,11667
"CSK",1969,11913
"CSK",1970,12124
"CSK",1971,12484
"CSK",1972,12859
"CSK",1973,13202
"CSK",1974,13580
"CSK",1975,13873
"CSK",1976,13989
"CSK",1977,14519
"CSK",1978,14599
"CSK",1979,14633
"CSK",1980,14966
"CSK",1981,14835
"CSK",1982,15085
"CSK",1983,15275
"CSK",1984,15598
"CSK",1985,15688
"CSK",1986,15950
"CSK",1987,16000
"CSK",1988,16328
"CSK",1989,16439
"CSK",1990,15961
"CSK",1991,13947
"CSK",1992,13601
"CSK",1993,13654
"CSK",1994,14093
"CSK",1995,14916
"CSK",1996,15701
"CSK",1997,15822
"CSK",1998,16017
"CSK",1999,16205
"CSK",2000,16743
"CSK",2001,17286
"CSK",2002,17791
"CSK",2003,18518
"CSK",2004,19412
"CSK",2005,20713
"CSK",2006,22253
"CSK",2007,23873
"CSK",2008,24826
"CSK",2009,24028
"CSK",2010,24764
"CSK",2011,25289
"CSK",2012,25279
"CSK",2013,25329
"CSK",2014,25976
"CSK",2015,27041
"CSK",2016,27738
"CUB",1690,429
"CUB",1750,700
"CUB",1775,765
"CUB",1792,844
"CUB",1800,NA
"CUB",1820,NA
"CUB",1829,1147
"CUB",1844,1162
"CUB",1850,1294
"CUB",1860,NA
"CUB",1862,1554
"CUB",1870,NA
"CUB",1880,NA
"CUB",1881,1846
"CUB",1890,NA
"CUB",1892,2531
"CUB",1900,NA
"CUB",1901,NA
"CUB",1902,2448
"CUB",1903,2561
"CUB",1904,2636
"CUB",1905,2749
"CUB",1906,2786
"CUB",1907,3012
"CUB",1908,2674
"CUB",1909,3012
"CUB",1910,3012
"CUB",1911,2749
"CUB",1912,2824
"CUB",1913,3088
"CUB",1914,3163
"CUB",1915,3125
"CUB",1916,3276
"CUB",1917,3314
"CUB",1918,3351
"CUB",1919,3464
"CUB",1920,3464
"CUB",1921,3351
"CUB",1922,3314
"CUB",1923,3276
"CUB",1924,3389
"CUB",1925,3728
"CUB",1926,3540
"CUB",1927,3502
"CUB",1928,3314
"CUB",1929,3653
"CUB",1930,3464
"CUB",1931,2561
"CUB",1932,2372
"CUB",1933,2259
"CUB",1934,2448
"CUB",1935,2636
"CUB",1936,2786
"CUB",1937,2975
"CUB",1938,3012
"CUB",1939,2975
"CUB",1940,3012
"CUB",1941,3201
"CUB",1942,3201
"CUB",1943,3012
"CUB",1944,3314
"CUB",1945,3314
"CUB",1946,3502
"CUB",1947,3728
"CUB",1948,3653
"CUB",1949,3615
"CUB",1950,3841
"CUB",1951,3878
"CUB",1952,4142
"CUB",1953,3803
"CUB",1954,3803
"CUB",1955,3841
"CUB",1956,3991
"CUB",1957,4255
"CUB",1958,4255
"CUB",1959,4378
"CUB",1960,4360
"CUB",1961,4468
"CUB",1962,4332
"CUB",1963,4309
"CUB",1964,4598
"CUB",1965,4495
"CUB",1966,4637
"CUB",1967,5082
"CUB",1968,4703
"CUB",1969,4569
"CUB",1970,4335
"CUB",1971,4604
"CUB",1972,4738
"CUB",1973,5076
"CUB",1974,5254
"CUB",1975,5436
"CUB",1976,5513
"CUB",1977,5698
"CUB",1978,5990
"CUB",1979,6092
"CUB",1980,5979
"CUB",1981,6438
"CUB",1982,6534
"CUB",1983,6852
"CUB",1984,7356
"CUB",1985,7455
"CUB",1986,7392
"CUB",1987,7117
"CUB",1988,7272
"CUB",1989,7268
"CUB",1990,6864
"CUB",1991,5696
"CUB",1992,4777
"CUB",1993,3668
"CUB",1994,3637
"CUB",1995,3810
"CUB",1996,4251
"CUB",1997,4401
"CUB",1998,4310
"CUB",1999,4492
"CUB",2000,4882
"CUB",2001,5061
"CUB",2002,5133
"CUB",2003,5201
"CUB",2004,5170
"CUB",2005,5248
"CUB",2006,5923
"CUB",2007,6054
"CUB",2008,6336
"CUB",2009,6476
"CUB",2010,6697
"CUB",2011,6928
"CUB",2012,7138
"CUB",2013,7379
"CUB",2014,7628
"CUB",2015,7889
"CUB",2016,NA
"CYP",1950,3504
"CYP",1951,3378
"CYP",1952,3665
"CYP",1953,3977
"CYP",1954,3992
"CYP",1955,4081
"CYP",1956,4479
"CYP",1957,4672
"CYP",1958,4444
"CYP",1959,4633
"CYP",1960,4245
"CYP",1961,4670
"CYP",1962,5114
"CYP",1963,5372
"CYP",1964,4823
"CYP",1965,5859
"CYP",1966,6173
"CYP",1967,6961
"CYP",1968,7222
"CYP",1969,7829
"CYP",1970,8003
"CYP",1971,8965
"CYP",1972,9484
"CYP",1973,9609
"CYP",1974,7899
"CYP",1975,6714
"CYP",1976,8078
"CYP",1977,9356
"CYP",1978,10027
"CYP",1979,10943
"CYP",1980,11479
"CYP",1981,11697
"CYP",1982,12305
"CYP",1983,12806
"CYP",1984,13759
"CYP",1985,14240
"CYP",1986,14721
"CYP",1987,15536
"CYP",1988,16698
"CYP",1989,17868
"CYP",1990,18897
"CYP",1991,18551
"CYP",1992,19755
"CYP",1993,19418
"CYP",1994,20144
"CYP",1995,21744
"CYP",1996,21686
"CYP",1997,21929
"CYP",1998,22796
"CYP",1999,23631
"CYP",2000,24719
"CYP",2001,25335
"CYP",2002,25897
"CYP",2003,26218
"CYP",2004,27052
"CYP",2005,27658
"CYP",2006,28427
"CYP",2007,29170
"CYP",2008,29546
"CYP",2009,28253
"CYP",2010,27887
"CYP",2011,27272
"CYP",2012,26011
"CYP",2013,24519
"CYP",2014,24411
"CYP",2015,24963
"CYP",2016,25577
"CZE",1950,NA
"CZE",1951,NA
"CZE",1952,NA
"CZE",1953,NA
"CZE",1954,NA
"CZE",1955,NA
"CZE",1956,NA
"CZE",1957,NA
"CZE",1958,NA
"CZE",1959,NA
"CZE",1960,NA
"CZE",1961,NA
"CZE",1962,NA
"CZE",1963,NA
"CZE",1964,NA
"CZE",1965,NA
"CZE",1966,NA
"CZE",1967,NA
"CZE",1968,NA
"CZE",1969,NA
"CZE",1970,11424
"CZE",1971,11984
"CZE",1972,12572
"CZE",1973,13094
"CZE",1974,13638
"CZE",1975,14306
"CZE",1976,14780
"CZE",1977,15194
"CZE",1978,15743
"CZE",1979,15884
"CZE",1980,16110
"CZE",1981,16070
"CZE",1982,15814
"CZE",1983,16065
"CZE",1984,16421
"CZE",1985,16789
"CZE",1986,17252
"CZE",1987,17649
"CZE",1988,18012
"CZE",1989,18318
"CZE",1990,18517
"CZE",1991,16409
"CZE",1992,16310
"CZE",1993,16309
"CZE",1994,16778
"CZE",1995,17832
"CZE",1996,18618
"CZE",1997,18512
"CZE",1998,18471
"CZE",1999,18756
"CZE",2000,19616
"CZE",2001,20291
"CZE",2002,20665
"CZE",2003,21415
"CZE",2004,22468
"CZE",2005,23882
"CZE",2006,25456
"CZE",2007,26707
"CZE",2008,27204
"CZE",2009,25740
"CZE",2010,26254
"CZE",2011,26725
"CZE",2012,26474
"CZE",2013,26338
"CZE",2014,27024
"CZE",2015,28194
"CZE",2016,28823
"DEU",1,NA
"DEU",1000,NA
"DEU",1500,2315
"DEU",1600,1631
"DEU",1650,1914
"DEU",1700,1897
"DEU",1750,2122
"DEU",1800,1993
"DEU",1820,NA
"DEU",1821,NA
"DEU",1822,NA
"DEU",1823,NA
"DEU",1824,NA
"DEU",1825,NA
"DEU",1826,NA
"DEU",1827,NA
"DEU",1828,NA
"DEU",1829,NA
"DEU",1830,NA
"DEU",1831,NA
"DEU",1832,NA
"DEU",1833,NA
"DEU",1834,NA
"DEU",1835,NA
"DEU",1836,NA
"DEU",1837,NA
"DEU",1838,NA
"DEU",1839,NA
"DEU",1840,NA
"DEU",1841,NA
"DEU",1842,NA
"DEU",1843,NA
"DEU",1844,NA
"DEU",1845,NA
"DEU",1846,NA
"DEU",1847,NA
"DEU",1848,NA
"DEU",1849,NA
"DEU",1850,2884
"DEU",1851,2844
"DEU",1852,2880
"DEU",1853,2855
"DEU",1854,2916
"DEU",1855,2869
"DEU",1856,3094
"DEU",1857,3221
"DEU",1858,3180
"DEU",1859,3162
"DEU",1860,3312
"DEU",1861,3198
"DEU",1862,3323
"DEU",1863,3533
"DEU",1864,3596
"DEU",1865,3575
"DEU",1866,3578
"DEU",1867,3567
"DEU",1868,3760
"DEU",1869,3758
"DEU",1870,3715
"DEU",1871,3670
"DEU",1872,3902
"DEU",1873,4037
"DEU",1874,4291
"DEU",1875,4267
"DEU",1876,4183
"DEU",1877,4106
"DEU",1878,4248
"DEU",1879,4098
"DEU",1880,4023
"DEU",1881,4091
"DEU",1882,4130
"DEU",1883,4330
"DEU",1884,4401
"DEU",1885,4477
"DEU",1886,4467
"DEU",1887,4596
"DEU",1888,4729
"DEU",1889,4806
"DEU",1890,4904
"DEU",1891,4841
"DEU",1892,4988
"DEU",1893,5182
"DEU",1894,5247
"DEU",1895,5426
"DEU",1896,5534
"DEU",1897,5605
"DEU",1898,5753
"DEU",1899,5869
"DEU",1900,6029
"DEU",1901,5800
"DEU",1902,5845
"DEU",1903,6077
"DEU",1904,6229
"DEU",1905,6270
"DEU",1906,6368
"DEU",1907,6555
"DEU",1908,6574
"DEU",1909,6615
"DEU",1910,6763
"DEU",1911,6885
"DEU",1912,7118
"DEU",1913,7369
"DEU",1914,6180
"DEU",1915,5856
"DEU",1916,5928
"DEU",1917,5963
"DEU",1918,6026
"DEU",1919,5225
"DEU",1920,5647
"DEU",1921,6217
"DEU",1922,6729
"DEU",1923,5554
"DEU",1924,6462
"DEU",1925,7134
"DEU",1926,7282
"DEU",1927,7961
"DEU",1928,8262
"DEU",1929,8184
"DEU",1930,8027
"DEU",1931,7376
"DEU",1932,6791
"DEU",1933,7183
"DEU",1934,7794
"DEU",1935,8322
"DEU",1936,8991
"DEU",1937,9464
"DEU",1938,10088
"DEU",1939,10921
"DEU",1940,10914
"DEU",1941,11537
"DEU",1942,11595
"DEU",1943,11898
"DEU",1944,12290
"DEU",1945,9119
"DEU",1946,4478
"DEU",1947,4921
"DEU",1948,5724
"DEU",1949,6631
"DEU",1950,7840
"DEU",1951,8496
"DEU",1952,9197
"DEU",1953,9909
"DEU",1954,10599
"DEU",1955,11710
"DEU",1956,12477
"DEU",1957,13115
"DEU",1958,13609
"DEU",1959,14498
"DEU",1960,15565
"DEU",1961,16064
"DEU",1962,16609
"DEU",1963,16940
"DEU",1964,17822
"DEU",1965,18556
"DEU",1966,18964
"DEU",1967,18982
"DEU",1968,19927
"DEU",1969,21090
"DEU",1970,21896
"DEU",1971,22376
"DEU",1972,23192
"DEU",1973,24173
"DEU",1974,24368
"DEU",1975,24323
"DEU",1976,25623
"DEU",1977,26406
"DEU",1978,27181
"DEU",1979,28268
"DEU",1980,28512
"DEU",1981,28581
"DEU",1982,28361
"DEU",1983,28946
"DEU",1984,29863
"DEU",1985,30584
"DEU",1986,31249
"DEU",1987,31718
"DEU",1988,32645
"DEU",1989,33449
"DEU",1990,32178
"DEU",1991,33545
"DEU",1992,33931
"DEU",1993,33387
"DEU",1994,34089
"DEU",1995,34579
"DEU",1996,34761
"DEU",1997,35352
"DEU",1998,36047
"DEU",1999,36739
"DEU",2000,37776
"DEU",2001,38352
"DEU",2002,38288
"DEU",2003,37995
"DEU",2004,38448
"DEU",2005,38741
"DEU",2006,40220
"DEU",2007,41587
"DEU",2008,42117
"DEU",2009,39852
"DEU",2010,41576
"DEU",2011,43189
"DEU",2012,43320
"DEU",2013,43413
"DEU",2014,43922
"DEU",2015,44293
"DEU",2016,44689
"DJI",1950,3189
"DJI",1951,3287
"DJI",1952,3305
"DJI",1953,3349
"DJI",1954,3450
"DJI",1955,3470
"DJI",1956,3512
"DJI",1957,3546
"DJI",1958,3540
"DJI",1959,3639
"DJI",1960,3767
"DJI",1961,3792
"DJI",1962,3740
"DJI",1963,3772
"DJI",1964,3738
"DJI",1965,3731
"DJI",1966,3746
"DJI",1967,3738
"DJI",1968,3713
"DJI",1969,3705
"DJI",1970,4400
"DJI",1971,4467
"DJI",1972,4412
"DJI",1973,4426
"DJI",1974,4069
"DJI",1975,4324
"DJI",1976,4496
"DJI",1977,3721
"DJI",1978,3152
"DJI",1979,3049
"DJI",1980,2920
"DJI",1981,2848
"DJI",1982,2804
"DJI",1983,2732
"DJI",1984,2714
"DJI",1985,2655
"DJI",1986,2529
"DJI",1987,2461
"DJI",1988,2445
"DJI",1989,2245
"DJI",1990,2127
"DJI",1991,1863
"DJI",1992,1990
"DJI",1993,2136
"DJI",1994,2037
"DJI",1995,2127
"DJI",1996,1964
"DJI",1997,1971
"DJI",1998,1877
"DJI",1999,1843
"DJI",2000,1802
"DJI",2001,1776
"DJI",2002,1762
"DJI",2003,1886
"DJI",2004,2041
"DJI",2005,2078
"DJI",2006,2297
"DJI",2007,2359
"DJI",2008,2435
"DJI",2009,2502
"DJI",2010,2534
"DJI",2011,2590
"DJI",2012,2654
"DJI",2013,2724
"DJI",2014,2823
"DJI",2015,2941
"DJI",2016,3064
"DMA",1820,NA
"DMA",1850,NA
"DMA",1870,NA
"DMA",1900,NA
"DMA",1901,NA
"DMA",1902,NA
"DMA",1903,NA
"DMA",1904,NA
"DMA",1905,NA
"DMA",1906,NA
"DMA",1907,NA
"DMA",1908,NA
"DMA",1909,NA
"DMA",1910,NA
"DMA",1911,NA
"DMA",1912,NA
"DMA",1913,NA
"DMA",1914,NA
"DMA",1915,NA
"DMA",1916,NA
"DMA",1917,NA
"DMA",1918,NA
"DMA",1919,NA
"DMA",1920,NA
"DMA",1921,NA
"DMA",1922,NA
"DMA",1923,NA
"DMA",1924,NA
"DMA",1925,NA
"DMA",1926,NA
"DMA",1927,NA
"DMA",1928,NA
"DMA",1929,NA
"DMA",1930,NA
"DMA",1931,NA
"DMA",1932,NA
"DMA",1933,NA
"DMA",1934,NA
"DMA",1935,NA
"DMA",1936,NA
"DMA",1937,NA
"DMA",1938,NA
"DMA",1939,NA
"DMA",1940,NA
"DMA",1941,NA
"DMA",1942,NA
"DMA",1943,NA
"DMA",1944,NA
"DMA",1945,NA
"DMA",1946,NA
"DMA",1947,NA
"DMA",1948,NA
"DMA",1949,NA
"DMA",1950,1498
"DMA",1951,1629
"DMA",1952,1710
"DMA",1953,1638
"DMA",1954,1678
"DMA",1955,1725
"DMA",1956,1837
"DMA",1957,1890
"DMA",1958,1925
"DMA",1959,1872
"DMA",1960,1900
"DMA",1961,1796
"DMA",1962,2034
"DMA",1963,2096
"DMA",1964,2165
"DMA",1965,1836
"DMA",1966,2019
"DMA",1967,2024
"DMA",1968,1967
"DMA",1969,2119
"DMA",1970,2278
"DMA",1971,2410
"DMA",1972,2556
"DMA",1973,2738
"DMA",1974,2890
"DMA",1975,2961
"DMA",1976,3155
"DMA",1977,3232
"DMA",1978,3611
"DMA",1979,2948
"DMA",1980,3387
"DMA",1981,3816
"DMA",1982,3957
"DMA",1983,4038
"DMA",1984,4277
"DMA",1985,4385
"DMA",1986,4742
"DMA",1987,5145
"DMA",1988,5629
"DMA",1989,5670
"DMA",1990,6014
"DMA",1991,6112
"DMA",1992,6265
"DMA",1993,6236
"DMA",1994,6281
"DMA",1995,6360
"DMA",1996,6623
"DMA",1997,6857
"DMA",1998,7098
"DMA",1999,7112
"DMA",2000,7110
"DMA",2001,7095
"DMA",2002,6919
"DMA",2003,7428
"DMA",2004,7603
"DMA",2005,7558
"DMA",2006,7890
"DMA",2007,8345
"DMA",2008,8981
"DMA",2009,8862
"DMA",2010,8947
"DMA",2011,8944
"DMA",2012,8823
"DMA",2013,9145
"DMA",2014,9507
"DMA",2015,9319
"DMA",2016,9550
"DNK",1,NA
"DNK",1000,NA
"DNK",1500,NA
"DNK",1600,NA
"DNK",1700,NA
"DNK",1820,2288
"DNK",1821,2373
"DNK",1822,2384
"DNK",1823,2350
"DNK",1824,2386
"DNK",1825,2375
"DNK",1826,2379
"DNK",1827,2424
"DNK",1828,2437
"DNK",1829,2378
"DNK",1830,2390
"DNK",1831,2369
"DNK",1832,2433
"DNK",1833,2401
"DNK",1834,2510
"DNK",1835,2474
"DNK",1836,2457
"DNK",1837,2501
"DNK",1838,2498
"DNK",1839,2506
"DNK",1840,2566
"DNK",1841,2540
"DNK",1842,2528
"DNK",1843,2651
"DNK",1844,2743
"DNK",1845,2787
"DNK",1846,2818
"DNK",1847,2780
"DNK",1848,2897
"DNK",1849,3039
"DNK",1850,3175
"DNK",1851,2986
"DNK",1852,3059
"DNK",1853,3040
"DNK",1854,3021
"DNK",1855,3311
"DNK",1856,3083
"DNK",1857,3093
"DNK",1858,3033
"DNK",1859,3195
"DNK",1860,3129
"DNK",1861,3139
"DNK",1862,3196
"DNK",1863,3359
"DNK",1864,3293
"DNK",1865,3369
"DNK",1866,3341
"DNK",1867,3306
"DNK",1868,3330
"DNK",1869,3486
"DNK",1870,3599
"DNK",1871,3581
"DNK",1872,3750
"DNK",1873,3695
"DNK",1874,3767
"DNK",1875,3794
"DNK",1876,3828
"DNK",1877,3677
"DNK",1878,3777
"DNK",1879,3861
"DNK",1880,3920
"DNK",1881,3922
"DNK",1882,4026
"DNK",1883,4131
"DNK",1884,4106
"DNK",1885,4086
"DNK",1886,4198
"DNK",1887,4302
"DNK",1888,4292
"DNK",1889,4312
"DNK",1890,4534
"DNK",1891,4591
"DNK",1892,4668
"DNK",1893,4723
"DNK",1894,4775
"DNK",1895,4978
"DNK",1896,5095
"DNK",1897,5144
"DNK",1898,5156
"DNK",1899,5304
"DNK",1900,5420
"DNK",1901,5578
"DNK",1902,5644
"DNK",1903,5912
"DNK",1904,5975
"DNK",1905,6012
"DNK",1906,6112
"DNK",1907,6264
"DNK",1908,6382
"DNK",1909,6545
"DNK",1910,6657
"DNK",1911,6930
"DNK",1912,6850
"DNK",1913,7029
"DNK",1914,7386
"DNK",1915,6788
"DNK",1916,6992
"DNK",1917,6498
"DNK",1918,6214
"DNK",1919,6935
"DNK",1920,7173
"DNK",1921,6875
"DNK",1922,7486
"DNK",1923,8191
"DNK",1924,8136
"DNK",1925,7867
"DNK",1926,8261
"DNK",1927,8369
"DNK",1928,8599
"DNK",1929,9119
"DNK",1930,9596
"DNK",1931,9630
"DNK",1932,9288
"DNK",1933,9506
"DNK",1934,9706
"DNK",1935,9846
"DNK",1936,10017
"DNK",1937,10185
"DNK",1938,10354
"DNK",1939,10768
"DNK",1940,9193
"DNK",1941,8218
"DNK",1942,8317
"DNK",1943,9128
"DNK",1944,9960
"DNK",1945,9103
"DNK",1946,10380
"DNK",1947,10843
"DNK",1948,11020
"DNK",1949,11669
"DNK",1950,12475
"DNK",1951,12464
"DNK",1952,12497
"DNK",1953,13102
"DNK",1954,13245
"DNK",1955,13288
"DNK",1956,13366
"DNK",1957,14312
"DNK",1958,14546
"DNK",1959,15519
"DNK",1960,15833
"DNK",1961,16732
"DNK",1962,17514
"DNK",1963,17486
"DNK",1964,18973
"DNK",1965,19681
"DNK",1966,20052
"DNK",1967,20549
"DNK",1968,21268
"DNK",1969,22515
"DNK",1970,22793
"DNK",1971,23239
"DNK",1972,24326
"DNK",1973,25057
"DNK",1974,24708
"DNK",1975,24474
"DNK",1976,25993
"DNK",1977,26333
"DNK",1978,26639
"DNK",1979,27515
"DNK",1980,27361
"DNK",1981,27125
"DNK",1982,27964
"DNK",1983,28688
"DNK",1984,29963
"DNK",1985,31236
"DNK",1986,32330
"DNK",1987,32384
"DNK",1988,32746
"DNK",1989,32812
"DNK",1990,33155
"DNK",1991,33530
"DNK",1992,34074
"DNK",1993,33964
"DNK",1994,35654
"DNK",1995,36543
"DNK",1996,37391
"DNK",1997,38450
"DNK",1998,39160
"DNK",1999,40181
"DNK",2000,41548
"DNK",2001,41740
"DNK",2002,41801
"DNK",2003,41850
"DNK",2004,42856
"DNK",2005,43736
"DNK",2006,45299
"DNK",2007,45508
"DNK",2008,45010
"DNK",2009,42573
"DNK",2010,43178
"DNK",2011,43575
"DNK",2012,43510
"DNK",2013,43733
"DNK",2014,44241
"DNK",2015,44635
"DNK",2016,44836
"DOM",1950,2387
"DOM",1951,2596
"DOM",1952,2726
"DOM",1953,2610
"DOM",1954,2674
"DOM",1955,2749
"DOM",1956,2929
"DOM",1957,3012
"DOM",1958,3068
"DOM",1959,2984
"DOM",1960,3028
"DOM",1961,2863
"DOM",1962,3242
"DOM",1963,3341
"DOM",1964,3451
"DOM",1965,2927
"DOM",1966,3218
"DOM",1967,3225
"DOM",1968,3135
"DOM",1969,3377
"DOM",1970,3630
"DOM",1971,3905
"DOM",1972,4271
"DOM",1973,4662
"DOM",1974,4805
"DOM",1975,4909
"DOM",1976,5111
"DOM",1977,5231
"DOM",1978,5225
"DOM",1979,5322
"DOM",1980,5514
"DOM",1981,5609
"DOM",1982,5579
"DOM",1983,5696
"DOM",1984,5587
"DOM",1985,5328
"DOM",1986,5372
"DOM",1987,5654
"DOM",1988,5574
"DOM",1989,6155
"DOM",1990,5745
"DOM",1991,5686
"DOM",1992,5890
"DOM",1993,6205
"DOM",1994,6240
"DOM",1995,6469
"DOM",1996,6807
"DOM",1997,7225
"DOM",1998,7595
"DOM",1999,7965
"DOM",2000,8272
"DOM",2001,8279
"DOM",2002,8614
"DOM",2003,8457
"DOM",2004,8439
"DOM",2005,9085
"DOM",2006,9912
"DOM",2007,10602
"DOM",2008,10792
"DOM",2009,10745
"DOM",2010,11481
"DOM",2011,11679
"DOM",2012,11848
"DOM",2013,12251
"DOM",2014,13017
"DOM",2015,13762
"DOM",2016,14489
"DZA",1,NA
"DZA",1000,NA
"DZA",1500,NA
"DZA",1600,NA
"DZA",1700,NA
"DZA",1820,NA
"DZA",1870,NA
"DZA",1913,NA
"DZA",1950,NA
"DZA",1951,NA
"DZA",1952,NA
"DZA",1953,NA
"DZA",1954,NA
"DZA",1955,NA
"DZA",1956,NA
"DZA",1957,NA
"DZA",1958,NA
"DZA",1959,NA
"DZA",1960,NA
"DZA",1961,NA
"DZA",1962,NA
"DZA",1963,NA
"DZA",1964,NA
"DZA",1965,NA
"DZA",1966,NA
"DZA",1967,NA
"DZA",1968,NA
"DZA",1969,NA
"DZA",1970,8179
"DZA",1971,7272
"DZA",1972,8545
"DZA",1973,8570
"DZA",1974,8828
"DZA",1975,9171
"DZA",1976,9485
"DZA",1977,10032
"DZA",1978,10977
"DZA",1979,11608
"DZA",1980,11462
"DZA",1981,11386
"DZA",1982,11737
"DZA",1983,11959
"DZA",1984,12230
"DZA",1985,12477
"DZA",1986,12005
"DZA",1987,11607
"DZA",1988,11066
"DZA",1989,11152
"DZA",1990,10716
"DZA",1991,10327
"DZA",1992,10228
"DZA",1993,9769
"DZA",1994,9471
"DZA",1995,9639
"DZA",1996,9827
"DZA",1997,9772
"DZA",1998,10115
"DZA",1999,10288
"DZA",2000,10528
"DZA",2001,10690
"DZA",2002,11129
"DZA",2003,11762
"DZA",2004,12088
"DZA",2005,12619
"DZA",2006,12639
"DZA",2007,12842
"DZA",2008,12910
"DZA",2009,12880
"DZA",2010,13092
"DZA",2011,13204
"DZA",2012,13379
"DZA",2013,13494
"DZA",2014,13744
"DZA",2015,14004
"DZA",2016,14331
"ECU",1820,NA
"ECU",1850,NA
"ECU",1870,879
"ECU",1880,879
"ECU",1890,1032
"ECU",1900,1270
"ECU",1901,1295
"ECU",1902,1321
"ECU",1903,1348
"ECU",1904,1375
"ECU",1905,1402
"ECU",1906,1430
"ECU",1907,1459
"ECU",1908,1503
"ECU",1909,1548
"ECU",1910,1594
"ECU",1911,1642
"ECU",1912,1691
"ECU",1913,1742
"ECU",1914,1777
"ECU",1915,1812
"ECU",1916,1830
"ECU",1917,1849
"ECU",1918,1867
"ECU",1919,1904
"ECU",1920,1943
"ECU",1921,1962
"ECU",1922,1982
"ECU",1923,2001
"ECU",1924,2021
"ECU",1925,2042
"ECU",1926,2062
"ECU",1927,2124
"ECU",1928,2188
"ECU",1929,2253
"ECU",1930,2276
"ECU",1931,2230
"ECU",1932,2186
"ECU",1933,2186
"ECU",1934,2186
"ECU",1935,2186
"ECU",1936,2208
"ECU",1937,2230
"ECU",1938,2252
"ECU",1939,2274
"ECU",1940,2370
"ECU",1941,2331
"ECU",1942,2378
"ECU",1943,2612
"ECU",1944,2578
"ECU",1945,2524
"ECU",1946,2754
"ECU",1947,2973
"ECU",1948,3289
"ECU",1949,3255
"ECU",1950,3434
"ECU",1951,3383
"ECU",1952,3703
"ECU",1953,3684
"ECU",1954,3877
"ECU",1955,3874
"ECU",1956,3909
"ECU",1957,3975
"ECU",1958,3980
"ECU",1959,4077
"ECU",1960,4219
"ECU",1961,4201
"ECU",1962,4296
"ECU",1963,4277
"ECU",1964,4445
"ECU",1965,4730
"ECU",1966,4711
"ECU",1967,4815
"ECU",1968,4932
"ECU",1969,5049
"ECU",1970,5245
"ECU",1971,5386
"ECU",1972,5553
"ECU",1973,6065
"ECU",1974,6237
"ECU",1975,6377
"ECU",1976,6796
"ECU",1977,7023
"ECU",1978,7302
"ECU",1979,7484
"ECU",1980,7612
"ECU",1981,7708
"ECU",1982,7585
"ECU",1983,7230
"ECU",1984,7328
"ECU",1985,7440
"ECU",1986,7462
"ECU",1987,6815
"ECU",1988,7352
"ECU",1989,7178
"ECU",1990,7194
"ECU",1991,7481
"ECU",1992,7661
"ECU",1993,7669
"ECU",1994,7807
"ECU",1995,7804
"ECU",1996,7759
"ECU",1997,7912
"ECU",1998,7996
"ECU",1999,7482
"ECU",2000,7455
"ECU",2001,7642
"ECU",2002,7833
"ECU",2003,7894
"ECU",2004,8354
"ECU",2005,8607
"ECU",2006,8822
"ECU",2007,8876
"ECU",2008,9295
"ECU",2009,9208
"ECU",2010,9392
"ECU",2011,9985
"ECU",2012,10398
"ECU",2013,10760
"ECU",2014,11036
"ECU",2015,10905
"ECU",2016,10527
"EGY",1,1225
"EGY",730,1278
"EGY",1000,1050
"EGY",1150,1155
"EGY",1280,1173
"EGY",1300,1068
"EGY",1400,1278
"EGY",1500,1190
"EGY",1600,NA
"EGY",1700,NA
"EGY",1820,1599
"EGY",1870,1999
"EGY",1913,2799
